external_gene_name	ensembl_gene_id
ST3GAL5-AS1	ENSG00000232504
MRPL45P1	ENSG00000232508
OR2AH1P	ENSG00000232511
AP000233.2	ENSG00000232512
AL356968.1	ENSG00000232514
AC245060.1	ENSG00000232515
CSPG4BP	ENSG00000232517
AC074366.1	ENSG00000232518
AL353807.2	ENSG00000232519
GCSIR	ENSG00000232520
ZNF886P	ENSG00000232522
AC073323.1	ENSG00000232524
SS18L2P1	ENSG00000232525
VDAC1P13	ENSG00000232526
LINC02802	ENSG00000232527
AL109809.1	ENSG00000232528
AL031773.1	ENSG00000232529
LIF-AS1	ENSG00000232530
KMT5AP2	ENSG00000232531
AC093673.1	ENSG00000232533
OR5H8	ENSG00000232535
AL365436.2	ENSG00000232536
AC092810.2	ENSG00000232537
LINC00945	ENSG00000232539
RPL36P19	ENSG00000232540
DPYD-IT1	ENSG00000232542
IGHD4-11	ENSG00000232543
AC253536.3	ENSG00000232545
AC027644.1	ENSG00000232546
LINC01809	ENSG00000232548
SRD5A1P1	ENSG00000232549
MTCO1P14	ENSG00000232551
CLK2P1	ENSG00000232553
RSU1P2	ENSG00000232554
AC104088.1	ENSG00000232555
PRCPP1	ENSG00000232556
AL590609.2	ENSG00000232557
KCND3-IT1	ENSG00000232558
LINC01549	ENSG00000232560
TPMTP3	ENSG00000232562
CRB3P1	ENSG00000232563
MRTFA-AS1	ENSG00000232564
RPL23AP35	ENSG00000232568
RPL3P4	ENSG00000232573
AL645638.1	ENSG00000232576
AC093311.1	ENSG00000232578
MTCO1P27	ENSG00000232579
AC079742.1	ENSG00000232581
AC234771.3	ENSG00000232582
GPR143P	ENSG00000232583
OFD1P12Y	ENSG00000232585
KIAA1614-AS1	ENSG00000232586
EEF1A1P3	ENSG00000232587
AL451127.1	ENSG00000232590
LINC02642	ENSG00000232591
KANTR	ENSG00000232593
AC103563.4	ENSG00000232594
CST2P1	ENSG00000232595
LINC01646	ENSG00000232596
AC013727.1	ENSG00000232597
AL122034.1	ENSG00000232598
AL008707.1	ENSG00000232599
TONSL-AS1	ENSG00000232600
ANAPC15P2	ENSG00000232601
AC245291.3	ENSG00000232603
AC010967.2	ENSG00000232604
HMGN2P11	ENSG00000232605
LINC01412	ENSG00000232606
TIMM9P2	ENSG00000232608
CCT6P4	ENSG00000232610
AL683813.1	ENSG00000232611
RPL31P35	ENSG00000232612
LINC02576	ENSG00000232613
USP9YP9	ENSG00000232614
AC026412.2	ENSG00000232615
AC017019.1	ENSG00000232617
AL355304.1	ENSG00000232618
TSPY17P	ENSG00000232620
C4BPAP2	ENSG00000232621
AC114482.1	ENSG00000232622
MRAP-AS1	ENSG00000232623
LINC01517	ENSG00000232624
RPL23AP31	ENSG00000232625
AC099336.1	ENSG00000232626
AC021876.1	ENSG00000232627
AC092809.2	ENSG00000232628
HLA-DQB2	ENSG00000232629
PRPS1P2	ENSG00000232630
MTND2P23	ENSG00000232631
AC079465.1	ENSG00000232633
NEFLP1	ENSG00000232634
AL360267.1	ENSG00000232636
AL390294.1	ENSG00000232638
AL354892.2	ENSG00000232640
AC008073.2	ENSG00000232642
LINC00385	ENSG00000232643
AC005297.2	ENSG00000232644
LINC01431	ENSG00000232645
AL731563.1	ENSG00000232646
POLR3KP1	ENSG00000232647
AC107214.1	ENSG00000232648
LINC01780	ENSG00000232650
GOLGA8N	ENSG00000232653
FAM136BP	ENSG00000232654
LINC01656	ENSG00000232655
IDI2-AS1	ENSG00000232656
SLC44A3P1	ENSG00000232658
CFTR-AS1	ENSG00000232661
LDHBP1	ENSG00000232662
AL139415.2	ENSG00000232663
LARP1BP3	ENSG00000232664
PHBP10	ENSG00000232665
AC004862.1	ENSG00000232667
AC010967.3	ENSG00000232668
ZNF687-AS1	ENSG00000232671
ACTG1P21	ENSG00000232672
AL121830.1	ENSG00000232675
ADH5P2	ENSG00000232676
LINC00665	ENSG00000232677
SPTLC1P4	ENSG00000232678
LINC01705	ENSG00000232679
AC002511.1	ENSG00000232680
AL592430.1	ENSG00000232682
ATP11A-AS1	ENSG00000232684
LINC00442	ENSG00000232685
RPL12P9	ENSG00000232687
LINC01628	ENSG00000232688
HSPE1P9	ENSG00000232690
AP001596.1	ENSG00000232692
AC012370.1	ENSG00000232693
ELOCP17	ENSG00000232695
AC017006.2	ENSG00000232696
BDH2P1	ENSG00000232699
RPL21P108	ENSG00000232701
AL158050.1	ENSG00000232702
NUTM2HP	ENSG00000232706
AP1B1P2	ENSG00000232707
MARK2P9	ENSG00000232709
AC254562.2	ENSG00000232710
KIZ-AS1	ENSG00000232712
RPS12P3	ENSG00000232713
MTND3P8	ENSG00000232714
LINC01022	ENSG00000232715
AC016831.3	ENSG00000232716
TRIM51JP	ENSG00000232717
GAPDHP48	ENSG00000232718
AC007272.1	ENSG00000232719
AC239800.2	ENSG00000232721
MROH4P	ENSG00000232722
RPS17P7	ENSG00000232723
TRIM80P	ENSG00000232724
U52111.1	ENSG00000232725
YWHAEP1	ENSG00000232727
PHB2P1	ENSG00000232728
AC211433.1	ENSG00000232729
FAM8A4P	ENSG00000232730
AC097717.1	ENSG00000232732
ATP5MC1P7	ENSG00000232734
ATG4AP1	ENSG00000232735
AC007551.1	ENSG00000232736
AL353612.1	ENSG00000232738
AL607028.1	ENSG00000232739
LINC01826	ENSG00000232740
RHOQP2	ENSG00000232742
ELF2P3	ENSG00000232743
USP9YP16	ENSG00000232744
LINC02022	ENSG00000232746
IGKV1D-35	ENSG00000232747
AC135050.1	ENSG00000232748
AL162726.4	ENSG00000232749
AL139132.1	ENSG00000232750
AL645568.2	ENSG00000232751
MTCO3P21	ENSG00000232752
AL035658.1	ENSG00000232754
AC004990.1	ENSG00000232756
ETF1P1	ENSG00000232757
AC002480.1	ENSG00000232759
AC103564.2	ENSG00000232760
AL355483.2	ENSG00000232762
TRIM60P8Y	ENSG00000232764
AL158819.1	ENSG00000232765
KIAA1143P2	ENSG00000232766
AC016825.1	ENSG00000232767
AL356320.1	ENSG00000232768
PPP1R26P5	ENSG00000232771
MTND4P22	ENSG00000232772
DEFB130D	ENSG00000232773
AL355916.1	ENSG00000232774
BMS1P22	ENSG00000232775
MRPL51P2	ENSG00000232777
RPL23AP50	ENSG00000232778
GAPDHP74	ENSG00000232780
FRG2FP	ENSG00000232783
TIMM9P3	ENSG00000232786
OR7L1P	ENSG00000232787
ITGA6-AS1	ENSG00000232788
AC053503.2	ENSG00000232789
LINC01162	ENSG00000232790
OR11I1P	ENSG00000232791
FTH1P25	ENSG00000232792
DNAJC19P8	ENSG00000232793
HNRNPDP1	ENSG00000232794
SCAND3P1	ENSG00000232795
FAM207CP	ENSG00000232797
CR769767.1	ENSG00000232798
CRYGFP	ENSG00000232799
SLC7A15P	ENSG00000232800
SDCBPP3	ENSG00000232801
SLCO4A1-AS1	ENSG00000232803
NIP7P1	ENSG00000232805
AP001610.3	ENSG00000232806
AL137186.2	ENSG00000232807
TTTY20	ENSG00000232808
VDAC1P10	ENSG00000232809
TNF	ENSG00000232810
AL360270.1	ENSG00000232811
LINC01717	ENSG00000232812
S100A11P6	ENSG00000232813
COL4A2-AS1	ENSG00000232814
DUX4L50	ENSG00000232815
AC073188.4	ENSG00000232817
RPS2P32	ENSG00000232818
AC003986.2	ENSG00000232821
TXNP1	ENSG00000232823
PRR13P1	ENSG00000232824
AL445433.2	ENSG00000232825
LINC01189	ENSG00000232827
AC231533.1	ENSG00000232828
GSTO3P	ENSG00000232829
AC110994.1	ENSG00000232830
LMLN-AS1	ENSG00000232832
AC112492.3	ENSG00000232834
AC107057.1	ENSG00000232835
LINC01700	ENSG00000232837
PET117	ENSG00000232838
BRWD1P3	ENSG00000232841
KAT7P1	ENSG00000232842
SNX18P2	ENSG00000232843
TRAPPC2P9	ENSG00000232845
SLC25A6P3	ENSG00000232846
AL034417.1	ENSG00000232848
LINC00363	ENSG00000232849
PTGES2-AS1	ENSG00000232850
ATP5MFP3	ENSG00000232851
CICP4	ENSG00000232852
LUZP4P1	ENSG00000232853
AF165147.1	ENSG00000232855
KATNBL1P2	ENSG00000232857
RPL34P27	ENSG00000232858
LYRM9	ENSG00000232859
SMG7-AS1	ENSG00000232860
AL138787.1	ENSG00000232862
NUCKS1P1	ENSG00000232864
AL355433.1	ENSG00000232867
TRBV29-1	ENSG00000232869
SEC1P	ENSG00000232871
CTAGE3P	ENSG00000232872
RPL23AP93	ENSG00000232873
AC080129.2	ENSG00000232874
HMGN2P35	ENSG00000232875
AL353596.1	ENSG00000232876
DPYD-AS1	ENSG00000232878
GLRX5P2	ENSG00000232879
NDUFB4P10	ENSG00000232880
RPS10P21	ENSG00000232881
PHKA1P1	ENSG00000232882
AL451081.2	ENSG00000232883
AF127936.1	ENSG00000232884
GPC5-AS2	ENSG00000232885
AF212831.1	ENSG00000232886
AC006466.1	ENSG00000232887
RPS11P5	ENSG00000232888
AC087499.3	ENSG00000232889
AL450344.3	ENSG00000232891
RGS5-AS1	ENSG00000232892
IQCA1-AS1	ENSG00000232893
MRPS31P2	ENSG00000232894
AL121999.1	ENSG00000232895
AL592463.1	ENSG00000232896
AL117329.2	ENSG00000232897
CDY9P	ENSG00000232899
AL050403.1	ENSG00000232900
CYCSP10	ENSG00000232901
LINC01166	ENSG00000232903
AL162393.1	ENSG00000232905
AC092685.1	ENSG00000232906
DLGAP4-AS1	ENSG00000232907
HSD17B7P1	ENSG00000232908
AL157823.2	ENSG00000232909
RAB9AP1	ENSG00000232910
RERE-AS1	ENSG00000232912
PLCE1-AS2	ENSG00000232913
TRAPPC2P4	ENSG00000232914
RNF14P1	ENSG00000232915
HMGN2P27	ENSG00000232916
HSPE1P6	ENSG00000232917
AC118469.1	ENSG00000232918
LINC01400	ENSG00000232920
MTND6P24	ENSG00000232922
ELOCP4	ENSG00000232924
MRPS16P2	ENSG00000232925
AC000078.1	ENSG00000232926
USP12PY	ENSG00000232927
DDX3P1	ENSG00000232928
AC083864.2	ENSG00000232930
LINC00342	ENSG00000232931
AL157786.1	ENSG00000232934
AL359094.2	ENSG00000232935
AL157400.2	ENSG00000232936
AL589765.2	ENSG00000232937
RPL23AP87	ENSG00000232938
AL158829.1	ENSG00000232939
HCG25	ENSG00000232940
GGCTP2	ENSG00000232943
AC092423.1	ENSG00000232944
RPL35AP20	ENSG00000232946
LINC02543	ENSG00000232947
DEFB130A	ENSG00000232948
AC002480.2	ENSG00000232949
ZNF519P1	ENSG00000232950
IPO7P1	ENSG00000232951
AL512844.1	ENSG00000232952
HSPA8P18	ENSG00000232953
LINC00374	ENSG00000232954
SNHG15	ENSG00000232956
AC027119.1	ENSG00000232958
AL356475.1	ENSG00000232959
HMGN2P20	ENSG00000232963
LINC01737	ENSG00000232964
RPS12P18	ENSG00000232965
EIF4EP4	ENSG00000232968
AP001062.2	ENSG00000232969
POLHP1	ENSG00000232970
AL591719.2	ENSG00000232971
CYP1B1-AS1	ENSG00000232973
MTCO1P57	ENSG00000232975
TRIM60P10Y	ENSG00000232976
LINC00327	ENSG00000232977
AL161909.2	ENSG00000232978
AC092580.3	ENSG00000232979
MTCO1P51	ENSG00000232981
MTCO1P45	ENSG00000232982
AL160270.2	ENSG00000232983
AL355537.1	ENSG00000232985
AL139081.1	ENSG00000232986
LINC01219	ENSG00000232987
AL356010.1	ENSG00000232989
MTATP6P7	ENSG00000232990
GACAT1	ENSG00000232991
AHCYP4	ENSG00000232992
AL445183.1	ENSG00000232993
RPL7P14	ENSG00000232994
RGS5	ENSG00000232995
VPS13A-AS1	ENSG00000232998
AL133351.2	ENSG00000232999
TBC1D26-AS1	ENSG00000233002
CICP26	ENSG00000233003
AC018742.1	ENSG00000233005
MIR3936HG	ENSG00000233006
UBTFL11	ENSG00000233007
LINC01725	ENSG00000233008
NALCN-AS1	ENSG00000233009
RPEP4	ENSG00000233010
SLC9A3P1	ENSG00000233011
HDAC1P2	ENSG00000233012
FAM157B	ENSG00000233013
TBC1D3P7	ENSG00000233014
SLC25A6P1	ENSG00000233015
SNHG7	ENSG00000233016
AL121832.1	ENSG00000233017
AL732292.1	ENSG00000233018
CHORDC1P5	ENSG00000233020
AL669841.1	ENSG00000233021
NPIPA9	ENSG00000233024
CRYZP1	ENSG00000233025
MTCO1P5	ENSG00000233026
AC006970.1	ENSG00000233028
AC244453.2	ENSG00000233029
AC243772.2	ENSG00000233030
AC125238.1	ENSG00000233031
CASK-AS1	ENSG00000233033
KRTAP8-2P	ENSG00000233036
AC009237.5	ENSG00000233037
PTPRN2-AS1	ENSG00000233038
MTND5P30	ENSG00000233039
FAM204BP	ENSG00000233040
PHGR1	ENSG00000233041
AL049820.1	ENSG00000233044
RPL15P5	ENSG00000233045
LINC01677	ENSG00000233047
LINC01722	ENSG00000233048
DEFB130B	ENSG00000233050
AL513304.1	ENSG00000233052
AL353621.1	ENSG00000233055
ERVH48-1	ENSG00000233056
EEF1A1P14	ENSG00000233057
LINC00884	ENSG00000233058
AC016700.1	ENSG00000233060
TTLL7-IT1	ENSG00000233061
SAR1AP4	ENSG00000233063
AL136307.1	ENSG00000233064
PTCHD1-AS	ENSG00000233067
AL391422.2	ENSG00000233068
AL663074.1	ENSG00000233069
ZFY-AS1	ENSG00000233070
RPSAP59	ENSG00000233071
RPS15AP6	ENSG00000233072
GRM3-AS1	ENSG00000233073
LINC01271	ENSG00000233077
AL355994.3	ENSG00000233078
LINC01755	ENSG00000233079
LINC01399	ENSG00000233080
AL353764.1	ENSG00000233081
AC073094.1	ENSG00000233082
FTH1P6	ENSG00000233083
RPL23AP25	ENSG00000233084
BX322234.2	ENSG00000233085
LNCARSR	ENSG00000233086
RAB6D	ENSG00000233087
AC015922.1	ENSG00000233090
LINC00892	ENSG00000233093
AC099541.1	ENSG00000233096
CCDC144NL-AS1	ENSG00000233098
AC095030.1	ENSG00000233099
HOXB-AS3	ENSG00000233101
AL133329.1	ENSG00000233103
AC103563.5	ENSG00000233105
RPL12P3	ENSG00000233106
SUCLA2P2	ENSG00000233107
GLCCI1-DT	ENSG00000233108
AC013701.1	ENSG00000233109
AC093797.1	ENSG00000233110
RAB1C	ENSG00000233111
AL358075.3	ENSG00000233114
FAM90A11P	ENSG00000233115
LINC00702	ENSG00000233117
UBE2V1P8	ENSG00000233118
USP9YP15	ENSG00000233120
VN1R20P	ENSG00000233121
CTAGE7P	ENSG00000233122
LINC01007	ENSG00000233123
LINC00456	ENSG00000233124
ACTBP12	ENSG00000233125
ZNF736P3Y	ENSG00000233126
LINC01794	ENSG00000233128
AL117351.1	ENSG00000233129
RPS15AP14	ENSG00000233131
FAM90A3P	ENSG00000233132
AC104451.1	ENSG00000233133
MTND3P17	ENSG00000233134
RPS27P18	ENSG00000233135
USP17L11	ENSG00000233136
AL023584.1	ENSG00000233138
AC244636.2	ENSG00000233139
DIRC3-AS1	ENSG00000233143
AL512656.1	ENSG00000233144
AL589987.2	ENSG00000233145
BPIFB5P	ENSG00000233146
SYF2P2	ENSG00000233148
UBE2E2-AS1	ENSG00000233153
LINC01762	ENSG00000233154
HMGA1P8	ENSG00000233155
HSFY8P	ENSG00000233156
Z97055.1	ENSG00000233157
RPS24P6	ENSG00000233158
RPL31P16	ENSG00000233159
MORF4L1P6	ENSG00000233162
RPS12P17	ENSG00000233163
EEF1A1P26	ENSG00000233167
AC138356.2	ENSG00000233170
VN1R34P	ENSG00000233173
AC008105.1	ENSG00000233175
OR7E157P	ENSG00000233176
AL161457.2	ENSG00000233178
Z82249.1	ENSG00000233179
AL138889.1	ENSG00000233183
AC093157.1	ENSG00000233184
KLF4P1	ENSG00000233186
RPL12P29	ENSG00000233189
RPS24P13	ENSG00000233190
AC006372.2	ENSG00000233191
AC005324.1	ENSG00000233193
AL096803.2	ENSG00000233196
TMEM256P1	ENSG00000233197
RNF224	ENSG00000233198
LINC02634	ENSG00000233200
DHCR24-DT	ENSG00000233203
MAPRE1P3	ENSG00000233204
WBP1P2	ENSG00000233205
RPS3AP1	ENSG00000233206
LINC00642	ENSG00000233208
GRPEL2P1	ENSG00000233211
KCNJ6-AS1	ENSG00000233213
AC002511.2	ENSG00000233214
LINC01687	ENSG00000233215
AL357373.1	ENSG00000233216
MROH3P	ENSG00000233217
AC008080.3	ENSG00000233219
LINC00167	ENSG00000233220
AC133785.1	ENSG00000233221
AL513523.3	ENSG00000233222
AC016876.1	ENSG00000233223
SSBL3P1	ENSG00000233225
LPCAT2BP	ENSG00000233228
CNOT7P1	ENSG00000233229
AC079807.1	ENSG00000233230
HNRNPA1P49	ENSG00000233231
NPIPB7	ENSG00000233232
AL592464.2	ENSG00000233234
BX119321.1	ENSG00000233235
LINC02573	ENSG00000233236
LINC00472	ENSG00000233237
DEFA9P	ENSG00000233238
AL512604.2	ENSG00000233242
VKORC1P1	ENSG00000233243
PHC2-AS1	ENSG00000233246
UBE2E4P	ENSG00000233247
MTND6P9	ENSG00000233248
AC233728.1	ENSG00000233250
AC007743.1	ENSG00000233251
CRIP1P1	ENSG00000233252
RPL21P134	ENSG00000233254
AL355870.1	ENSG00000233256
AL390786.1	ENSG00000233258
FABP3P2	ENSG00000233259
RPSAP63	ENSG00000233260
FAM238A	ENSG00000233261
AL356134.1	ENSG00000233262
CAPZA1P4	ENSG00000233263
AC006042.2	ENSG00000233264
HMGB1P31	ENSG00000233266
AL691449.1	ENSG00000233268
SNRPEP4	ENSG00000233270
AL590440.1	ENSG00000233271
PNPT1P2	ENSG00000233272
AMMECR1LP1	ENSG00000233273
AC009238.2	ENSG00000233275
GPX1	ENSG00000233276
LINC01728	ENSG00000233277
RPS26P2	ENSG00000233278
MTCYBP10	ENSG00000233285
MTND3P10	ENSG00000233286
AC009362.1	ENSG00000233287
AC092447.5	ENSG00000233288
AL157944.1	ENSG00000233290
RPL7AP61	ENSG00000233291
AL513533.1	ENSG00000233292
AL133343.2	ENSG00000233293
FAM90A20P	ENSG00000233295
TMEM18-DT	ENSG00000233296
RASA4DP	ENSG00000233297
HIGD1AP4	ENSG00000233299
EIF4A1P1	ENSG00000233300
OR4C14P	ENSG00000233301
XXYLT1-AS1	ENSG00000233303
LINC01346	ENSG00000233304
TRGV2	ENSG00000233306
SRSF3P6	ENSG00000233307
OSTN-AS1	ENSG00000233308
RPS6P12	ENSG00000233309
MTCO1P54	ENSG00000233311
HMGA1P5	ENSG00000233313
DSCR10	ENSG00000233316
RPL31P45	ENSG00000233318
PPIAP32	ENSG00000233319
LINC02669	ENSG00000233321
EEF1A1P34	ENSG00000233324
MIPEPP3	ENSG00000233325
USP32P2	ENSG00000233327
PFN1P1	ENSG00000233328
RPS16P3	ENSG00000233329
AL078581.2	ENSG00000233330
AL122008.3	ENSG00000233332
RNFT1P2	ENSG00000233333
FAM53B-AS1	ENSG00000233334
RPL36AP14	ENSG00000233335
AC245056.1	ENSG00000233336
UBE2FP3	ENSG00000233337
TLR8-AS1	ENSG00000233338
AC018878.1	ENSG00000233339
AL139120.1	ENSG00000233340
AL139393.2	ENSG00000233342
ATP6V1G1P4	ENSG00000233343
ERP29P1	ENSG00000233347
LINC00333	ENSG00000233349
AL356124.2	ENSG00000233351
AL035660.1	ENSG00000233352
RPS7P9	ENSG00000233353
LINC00028	ENSG00000233354
CHRM3-AS2	ENSG00000233355
RPL30P15	ENSG00000233357
AL035401.1	ENSG00000233358
AC114485.1	ENSG00000233359
PDXP-DT	ENSG00000233360
AC006019.2	ENSG00000233363
AL121956.1	ENSG00000233365
ZNF90P2	ENSG00000233366
AL133480.1	ENSG00000233367
GTF2IP4	ENSG00000233369
ACTR1AP1	ENSG00000233370
AL137076.1	ENSG00000233372
AL117382.2	ENSG00000233376
MTND4P20	ENSG00000233377
USP9YP34	ENSG00000233378
AL139002.1	ENSG00000233379
RPS2P48	ENSG00000233380
AK4P3	ENSG00000233381
NKAPP1	ENSG00000233382
AC073089.1	ENSG00000233383
CNIH3-AS2	ENSG00000233384
MTCO3P8	ENSG00000233385
IATPR	ENSG00000233387
AL022334.1	ENSG00000233388
UICLM	ENSG00000233392
AP000688.2	ENSG00000233393
LINC00841	ENSG00000233395
LINC01719	ENSG00000233396
AC008063.1	ENSG00000233397
LINC01648	ENSG00000233399
PRKAR1AP1	ENSG00000233401
TARDBPP1	ENSG00000233402
AC121342.1	ENSG00000233403
LINC01046	ENSG00000233405
AL162430.1	ENSG00000233406
AL592182.1	ENSG00000233407
AP000534.1	ENSG00000233408
FANK1-AS1	ENSG00000233409
LINC01222	ENSG00000233410
AL359962.1	ENSG00000233411
OR5H15	ENSG00000233412
AL133419.1	ENSG00000233415
RPS25P3	ENSG00000233416
AC004946.1	ENSG00000233417
IFITM3P7	ENSG00000233419
AC002069.2	ENSG00000233420
LINC01783	ENSG00000233421
AC005482.1	ENSG00000233423
BX664718.1	ENSG00000233424
KRT18P67	ENSG00000233425
EIF3FP3	ENSG00000233426
AL009181.1	ENSG00000233427
PPIAP65	ENSG00000233428
HOTAIRM1	ENSG00000233429
PDE4DIPP3	ENSG00000233430
LINC02596	ENSG00000233431
MTIF2P1	ENSG00000233432
CBLL1P1	ENSG00000233433
AGGF1P2	ENSG00000233435
BTBD18	ENSG00000233436
AC118758.1	ENSG00000233437
HMGA1P6	ENSG00000233440
CYP2AB1P	ENSG00000233441
PPP6R2P1	ENSG00000233442
AC013262.1	ENSG00000233444
RPL17P11	ENSG00000233445
PDK1P2	ENSG00000233446
AC103563.6	ENSG00000233447
PMS2P9	ENSG00000233448
MTATP6P14	ENSG00000233449
AL513128.1	ENSG00000233451
STXBP5-AS1	ENSG00000233452
AC069285.3	ENSG00000233454
AL035414.1	ENSG00000233455
LINC01077	ENSG00000233456
AL353705.2	ENSG00000233457
AC125238.2	ENSG00000233459
RPL35AP31	ENSG00000233460
AL445524.1	ENSG00000233461
NANOGP11	ENSG00000233464
HAX1P1	ENSG00000233467
ST6GALNAC4P1	ENSG00000233469
AL360175.1	ENSG00000233470
KRT18P62	ENSG00000233471
AL390866.1	ENSG00000233472
RAD1P2	ENSG00000233473
EEF1A1P6	ENSG00000233476
PPIAP38	ENSG00000233477
AL031280.1	ENSG00000233478
AC017074.2	ENSG00000233479
LINC01683	ENSG00000233480
AC093579.1	ENSG00000233482
EFCAB15P	ENSG00000233483
AL450471.1	ENSG00000233484
FHAD1-AS1	ENSG00000233485
RPSAP69	ENSG00000233487
PAXBP1P1	ENSG00000233489
AC008163.1	ENSG00000233491
AL133325.2	ENSG00000233492
TMEM238	ENSG00000233493
AC009963.2	ENSG00000233494
SYNJ2-IT1	ENSG00000233496
HNRNPA1P60	ENSG00000233497
OR5B1P	ENSG00000233499
AC104794.2	ENSG00000233502
HNRNPLP1	ENSG00000233503
AL021395.1	ENSG00000233508
ZNF197-AS1	ENSG00000233509
Z98742.2	ENSG00000233511
AL356653.1	ENSG00000233514
LINC01518	ENSG00000233515
AL445644.1	ENSG00000233516
AC005162.1	ENSG00000233517
RPL7P35	ENSG00000233518
AL590490.1	ENSG00000233519
LINC01638	ENSG00000233521
FAM224A	ENSG00000233522
PHBP5	ENSG00000233523
RANP8	ENSG00000233524
RFC5P1	ENSG00000233526
ZNF529-AS1	ENSG00000233527
LINC00430	ENSG00000233528
HCG21	ENSG00000233529
DEFA10P	ENSG00000233531
LINC00460	ENSG00000233532
MKNK2P1	ENSG00000233533
AL035604.1	ENSG00000233534
AC003035.2	ENSG00000233535
AP000943.1	ENSG00000233536
TEDDM2P	ENSG00000233537
AC017104.2	ENSG00000233538
AC011294.1	ENSG00000233539
DNM3-IT1	ENSG00000233540
RPL31P47	ENSG00000233541
AL391845.2	ENSG00000233542
CHTF8P1	ENSG00000233543
EIF3KP2	ENSG00000233544
CYCSP33	ENSG00000233545
PRYP5	ENSG00000233546
AL158212.2	ENSG00000233547
CYCSP44	ENSG00000233548
CYCSP35	ENSG00000233549
MTCYBP8	ENSG00000233550
LSM1P1	ENSG00000233551
AC108462.1	ENSG00000233553
B4GALT1-AS1	ENSG00000233554
AL591438.1	ENSG00000233555
NFU1P2	ENSG00000233557
AL050331.1	ENSG00000233558
LINC00513	ENSG00000233559
KRT8P39	ENSG00000233560
RPS3AP8	ENSG00000233562
OR52E7P	ENSG00000233563
AC007690.1	ENSG00000233565
AL161630.1	ENSG00000233569
LINC00690	ENSG00000233570
AL592043.1	ENSG00000233571
AL020994.3	ENSG00000233574
AL358934.1	ENSG00000233575
HTR3C2P	ENSG00000233576
AL022332.1	ENSG00000233577
EIF4EP1	ENSG00000233578
KRT8P15	ENSG00000233579
AC069155.1	ENSG00000233581
AL356273.1	ENSG00000233583
AC231533.2	ENSG00000233585
AC246785.2	ENSG00000233586
LINC01884	ENSG00000233587
CYP51A1P2	ENSG00000233588
AL138789.1	ENSG00000233589
LINC02640	ENSG00000233590
LINC02609	ENSG00000233593
BTF3P5	ENSG00000233594
MTND2P29	ENSG00000233595
AC133435.1	ENSG00000233597
NCOR1P3	ENSG00000233601
ERI3-IT1	ENSG00000233602
JTBP1	ENSG00000233603
LINC01851	ENSG00000233605
OR6C66P	ENSG00000233606
LINC01392	ENSG00000233607
TWIST2	ENSG00000233608
RPL10P19	ENSG00000233609
LINC00462	ENSG00000233610
AC019068.1	ENSG00000233611
DCUN1D2-AS	ENSG00000233613
DDX11L10	ENSG00000233614
HNRNPA1P42	ENSG00000233615
AL359636.1	ENSG00000233616
AC006328.1	ENSG00000233619
USH2A-AS2	ENSG00000233620
LINC01137	ENSG00000233621
CYP2T1P	ENSG00000233622
PGAM1P11	ENSG00000233623
AL035045.1	ENSG00000233625
AC092814.2	ENSG00000233626
C4A-AS1	ENSG00000233627
Z82198.3	ENSG00000233632
AC093326.1	ENSG00000233633
GOT2P5	ENSG00000233634
AC015923.1	ENSG00000233635
PANTR1	ENSG00000233639
KRTAP13-5P	ENSG00000233640
GPR158-AS1	ENSG00000233642
LINC02625	ENSG00000233643
ARHGEF7-IT1	ENSG00000233644
AL358876.2	ENSG00000233645
OR52T1P	ENSG00000233646
NENFP1	ENSG00000233647
AC010095.1	ENSG00000233648
AL590399.5	ENSG00000233651
CICP1	ENSG00000233652
CICP7	ENSG00000233653
AC108047.1	ENSG00000233654
IGHD4-4	ENSG00000233655
AL445430.1	ENSG00000233656
NDUFA5P4	ENSG00000233659
SPIN4-AS1	ENSG00000233661
CALM2P4	ENSG00000233662
AL161722.1	ENSG00000233663
NDUFS5P3	ENSG00000233664
AC060234.2	ENSG00000233665
AL353662.1	ENSG00000233668
PIRT	ENSG00000233670
CENPNP1	ENSG00000233671
RNASEH2B-AS1	ENSG00000233672
ANAPC1P1	ENSG00000233673
AL451062.1	ENSG00000233674
FDPSP6	ENSG00000233676
DDX39BP1	ENSG00000233677
HNRNPA1P27	ENSG00000233680
CEACAMP1	ENSG00000233681
AL356417.2	ENSG00000233682
AC004965.1	ENSG00000233683
LINC01865	ENSG00000233684
OR6L1P	ENSG00000233685
PIEZO1P1	ENSG00000233686
ZNF622P1	ENSG00000233688
AC104688.1	ENSG00000233689
EBAG9P1	ENSG00000233690
AL354714.4	ENSG00000233691
PBX1-AS1	ENSG00000233693
LINC02579	ENSG00000233694
GAS6-AS1	ENSG00000233695
TTTY18	ENSG00000233699
PRR23C	ENSG00000233701
RPL37P13	ENSG00000233702
AC027673.1	ENSG00000233703
SLC26A4-AS1	ENSG00000233705
AL353689.2	ENSG00000233706
RPL22P11	ENSG00000233707
AL512353.2	ENSG00000233708
MTND4P28	ENSG00000233709
AL049564.1	ENSG00000233710
EIF4EBP2P1	ENSG00000233711
AL135929.1	ENSG00000233712
AL161447.1	ENSG00000233713
AC012506.3	ENSG00000233714
MTFR2P1	ENSG00000233716
RPS29P29	ENSG00000233717
MYCNOS	ENSG00000233718
GOT2P3	ENSG00000233719
AC245517.3	ENSG00000233720
AL356309.2	ENSG00000233721
LINC01122	ENSG00000233723
